prompt,response
"The molecule is a tetracyclic triterpenoid that is 4,9-cyclo-9,10-secocholesta-5,24-diene substituted by methyl groups at positions 9beta, 10, and 14, and by hydroxy groups at positions 1 and 11alpha. It has a role as a plant metabolite. It is a tetracyclic triterpenoid, a secondary alcohol and a diol. It derives from a cucurbitadienol. It derives from a hydride of a cucurbitane.",[C][C][Branch1][C][C][=C][C][C][C@@H1][Branch1][C][C][C@H1][C][C][C@@][Branch1][C][C][C@@H1][C][C][=C][C@@H1][Branch1][=C][C][C][C@H1][Branch1][C][O][C][Ring1][#Branch1][Branch1][C][C][C][C@][Ring1][=N][Branch1][C][C][C@H1][Branch1][C][O][C][C@][Ring2][Ring1][#Branch1][Ring2][Ring1][Ring2][C]
"The molecule is a 2',3'-cyclic purine nucleotide that is GMP in which the hydroxy groups at the 2' and 3' positions have been converted into the corresponding cyclic phosphate. It is a 2',3'-cyclic purine nucleotide, a guanyl ribonucleotide and a guanosine bisphosphate. It derives from a 2',3'-cyclic GMP.",[N][=C][N][=C][Branch1][C][O][C][N][=C][N][Branch2][Ring1][#C][C@@H1][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Ring1][#Branch1][Ring1][S][C][=Ring2][Ring1][Branch1][NH1][Ring2][Ring1][#Branch2]
"The molecule is a p-menthane monoterpenoid that consists of cyclohex-2-enone having methyl and isopropenyl substituents at positions 2 and 5, respectively. It has a role as an allergen. It is a member of carvones and a botanical anti-fungal agent.",[C][=C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2]
"The molecule is a member of the class of tetracenes that is tetracenomycin C in which the methoxy group at position 3 is replaced by a phenolic OH. It has a role as a bacterial metabolite. It is an enol ether, an enone, a triol, a polyphenol, a methyl ester, a tetracenomycin and a tertiary alpha-hydroxy ketone.",[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][C][=Branch1][N][=C][Branch1][C][O][C][Ring1][#Branch1][=C][Ring1][N][C][C][=Branch1][C][=O][C@][Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@][Ring1][O][Branch1][C][O][C][Ring2][Ring1][=Branch1][=O]
The molecule is a 1-alkylglycero-3-phosphocholine in which the alkyl group is specified as octadecyl. It has a role as a human metabolite.,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
The molecule is a monomethoxyflavone that is myricetin in which the hydroxy group at position 7 is substituted by a methoxy group. It has a role as a plant metabolite. It is a pentahydroxyflavone and a monomethoxyflavone. It derives from a myricetin.,[C][O][C][=C][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][Branch1][C][O][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][O][C][Ring1][P][=C][Ring2][Ring1][=Branch1]
The molecule is a ribulose 5-phosphate. It has a role as an Escherichia coli metabolite. It derives from a L-ribulose. It is a conjugate acid of a L-ribulose 5-phosphate(2-).,[O][=C][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O]
The molecule is a glycosylgalactose consisting of beta-D-galactose substituted on O-6 with a beta-D-glucopyranuronosyl (beta-D-glucopyranosyluronic acid) group. It has a role as an epitope.,[O][=C][Branch1][C][O][C@H1][O][C@@H1][Branch2][Ring1][Branch1][O][C][C@H1][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O]
"The molecule is a meroterpenoid found in Penicillium rubrum and has been shown to exhibit inhibitory activity against caspase-1. It has a role as a cysteine protease inhibitor and a Penicillium metabolite. It is a cyclic terpene ketone, a meroterpenoid, a tertiary alcohol, a carbopolycyclic compound, a beta-diketone, a methyl ester and a tertiary alpha-hydroxy ketone.",[C][=C][C@@][Branch1][C][C][C][C@H1][C@@][Branch1][C][C][C][=Branch2][Ring2][Ring2][=C][C][C@][Ring1][#Branch1][Branch1][C][C][C@][Ring1][=N][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C@@][Branch1][C][C][Branch1][C][O][C][Ring2][Ring1][=Branch1][=O][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][C][C@H1][Ring2][Ring1][#Branch2][O]
"The molecule is a beta-D-glucoside resulting from the formal condensation of the carboxy group of ferulic acid with the anomeric hydroxy group of beta-D-glucose. It has a role as an antioxidant and a plant metabolite. It is a beta-D-glucoside, a cinnamate ester, a member of phenols and an aromatic ether. It derives from a ferulic acid.",[C][O][C][=C][C][Branch2][Ring1][O][/C][=C][/C][=Branch1][C][=O][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][=C][C][=C][Ring2][Ring1][=Branch1][O]
The molecule is a C20-gibberellin. It has a role as a plant metabolite. It is a dicarboxylic acid and a C20-gibberellin. It is a conjugate acid of a gibberellin A19(2-).,[C][=C][C][C@][C][C@@][Ring1][Branch1][Branch1][C][O][C][C][C@H1][Ring1][#Branch1][C@][Branch1][Ring1][C][=O][C][C][C][C@@][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C@H1][Ring1][N][C@@H1][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O]
"The molecule is a ceramide obtained by formal condensation of the carboxy group of icosanoic acid with the amino group of (4E,14Z)-sphinga-4,14-dienine. It has a role as a Papio hamadryas metabolite. It derives from an icosanoic acid.",[C][C][C][/C][=C][\C][C][C][C][C][C][C][C][/C][=C][/C@@H1][Branch1][C][O][C@H1][Branch1][Ring1][C][O][N][=C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
"The molecule is a polyunsaturated fatty acid anion that is the conjugate base of juvenile hormone I carboxylic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a polyunsaturated fatty acid anion and a branched-chain fatty acid anion. It is a conjugate base of a juvenile hormone I acid.",[C][C][/C][=Branch1][=C][=C][\C][C][/C][Branch1][C][C][=C][/C][=Branch1][C][=O][O-1][C][C][C@H1][O][C@@][Ring1][Ring1][Branch1][C][C][C][C]
"The molecule is a pyrimidine nucleotide-sugar having thymine as the nucleobase and 4-amino-2,3,4,6-tetradeoxy-alpha-D-glucose as the sugar component. It has a role as a bacterial metabolite. It is a conjugate acid of a dTDP-4-ammonio-2,3,4,6-tetradeoxy-alpha-D-glucose(1-).",[C][C][=C][N][Branch2][Ring2][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][P][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][C][C][C@H1][Branch1][C][N][C@@H1][Branch1][C][C][O][Ring1][Branch2][O][Ring2][Ring1][Branch2][C][=Branch1][C][=O][N][=C][Ring2][Ring1][#C][O]
"The molecule is a member of the class of phenoxazines that is 1,9-dimethyl-3H-phenoxazin-3-one carrying an additional hydroxy substituent at position 7 as well as two 2,4-dihydroxy-6-methylphenyl substituents at positions 2 and 8. The isomer in which the hydroxy groups at positions 2' and 2'' on the phenyl rings are both on the same side of the plane of the phenoxazine ring system. A component of orcein, a mixture of dyes isolated from lichens. It has a role as a food colouring, a histological dye and a plant metabolite. It is a cyclic ketone, a phenoxazine, a polyphenol and a member of resorcinols.",[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=C][Branch1][C][O][C][=C][O][C][=C][C][=Branch1][C][=O][C][Branch1][S][C][=C][Branch1][C][C][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][=C][Branch1][C][C][C][Ring1][P][=N][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][#Branch2][C]
"The molecule is an organosulfur heterocyclic compound that is 1,2,3-trithiane in which one of the hydrogens at position 5 has been replaced by a dimethylamino group. A nicotinic acetylcholine receptor agonist, it was used (particularly as its hydrogen oxalate salt, known as thyocyclam oxalate) as a broad-spectrum insecticide, but it is also toxic to bees, fish and other aquatic organisms. It is not approved for use within the European Union. It has a role as an agrochemical and a nicotinic acetylcholine receptor agonist. It is a nereistoxin analogue insecticide and an organosulfur heterocyclic compound. It is a conjugate base of a thiocyclam(1+). It derives from a hydride of a 1,2,3-trithiane.",[C][N][Branch1][C][C][C][C][S][S][S][C][Ring1][=Branch1]
"The molecule is an oligosaccharide sulfate consisting of 2-O-sulfo-beta-D-glucopyranuronic acid and 2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose residues joined in sequence by a (1->4) glycosidic bond. It is a disaccharide derivative, an oligosaccharide sulfate and a member of sulfamic acids.",[O][=C][Branch1][C][O][C@H1][O][C@@H1][Branch2][Ring2][Branch1][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][O][C@@H1][Branch1][C][O][O][C@@H1][Ring1][=N][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C@H1][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][S][O]
The molecule is the acetate ester of 3-phenylpropan-1-ol. It has a role as a metabolite and a fragrance. It is a member of benzenes and an acetate ester.,[C][C][=Branch1][C][=O][O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
"The molecule is a hydroxy monocarboxylic acid anion obtained by deprotonation of the carboxy and phosphate OH groups of (R)-2-hydroxy-3-oxo-4-(phosphonooxy)butanoic acid; major species at pH 7.3. It is a hydroxy monocarboxylic acid anion, an organophosphate oxoanion and a 3-oxo monocarboxylic acid anion. It is a conjugate base of a (R)-2-hydroxy-3-oxo-4-(phosphonooxy)butanoic acid. It is an enantiomer of a (S)-2-hydroxy-3-oxo-4-(phosphonatooxy)butanoate(3-).",[O][=C][Branch1][C][O-1][C@H1][Branch1][C][O][C][=Branch1][C][=O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1]
"The molecule is an oxylipin that is the 15-hydoxy derivative of (6Z,9Z,12Z,16E,18Z)-tetracosa-6,9,12,16,18-pentaenoic acid. Isolated from soft cora Sinularia numerosa, it exhibits anti-angiogenic activity. It has a role as a metabolite and an angiogenesis modulating agent. It is an oxylipin, a secondary alcohol, a long-chain fatty acid and a polyunsaturated fatty acid.",[C][C][C][C][C][/C][=C][\C][=C][\C][Branch1][C][O][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][=Branch1][C][=O][O]
"The molecule is a 1-acyl-sn-glycerol 3-phosphate having linoleyl (9Z,12Z-octadecadienoyl) as the 1-O-acyl group. It is a conjugate acid of a 1-linoleoyl-sn-glycero-3-phosphate(2-).",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O]
The molecule is a ketone that is decane in which the methylene hydrogens at position 3 are replaced by an oxo group. It has a role as a food additive and a metabolite. It derives from a hydride of a decane.,[C][C][C][C][C][C][C][C][=Branch1][C][=O][C][C]
"The molecule is a chlorobenzoic acid that is benzoic acid in which the hydrogens at positions 2, 3, and 6 have been replaced by chlorines. A synthetic auxin, it is used as a post-emergence herbicide to control weeds in various cereal crops. Not approved for use within the European Union. It has a role as a synthetic auxin, a herbicide and an agrochemical. It is a trichlorobenzene and a chlorobenzoic acid.",[O][=C][Branch1][C][O][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][Cl]
"The molecule is a tetrapeptide composed of L-alanine, L-leucine, L-threonine, and L-proline units joined in sequence. It has a role as a metabolite. It derives from a L-alanine, a L-leucine, a L-threonine and a L-proline.",[C][C][Branch1][C][C][C][C@H1][Branch1][O][N][=C][Branch1][C][O][C@H1][Branch1][C][C][N][C][Branch1][C][O][=N][C@H1][Branch1][P][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][O]
"The molecule is a pentacyclic triterpenoid that is urs-12-ene carrying a carboxy substituent at position 28 as well as five hydroxy substituents at positions 2, 3, 19, 23 and 24 (the 2alpha,3beta stereoisomer). It has a role as a plant metabolite. It is a pentacyclic triterpenoid, a hydroxy monocarboxylic acid and a pentol. It derives from a hydride of an ursane.",[C][C@@H1][C][C][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C@][Branch1][C][C][C][=Branch2][Ring2][=Branch1][=C][C][C@@H1][C@@][Branch1][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C@@H1][Ring1][=N][C][C][C@][Ring1][P][Ring2][Ring1][=Branch1][C][C@@H1][Ring2][Ring1][=C][C@][Ring2][Ring2][C][Branch1][C][C][O]
"The molecule is a carbohydrate sulfonate that is 3-deoxy-D-erythro-hex-2-ulosonic acid in which the hydroxy group at position 6 is replaced by a sulfo group. It has a role as a bacterial xenobiotic metabolite. It is a carbohydrate acid derivative and a carbohydrate sulfonate. It is a conjugate acid of a 2-dehydro-3,6-dideoxy-6-sulfo-D-gluconate(2-).",[O][=C][Branch1][C][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][S][=Branch1][C][=O][=Branch1][C][=O][O]
The molecule is the 5-phospho derivative of D-arabinose. It is an intermediate in the synthesis of lipopolysaccharides. It is a conjugate acid of an aldehydo-D-arabinose 5-phosphate(2-).,[O][=C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O]
"The molecule is a carbonate ester resulting from the formal condensation of the hydroxy group of 5-(undeca-3,5,7-trien-1-yl)furan-2-ol with one of the hydroxy groups of carbonic acid. A metabolite of the endophytic fungus Emericellasp. XL029. The configuration of the double bonds of the undecatrienyl group is not stated. It has a role as an antifungal agent and a fungal metabolite. It derives from a 5-(undeca-3,5,7-trien-1-yl)furan-2-ol.",[C][C][C][/C][=C][/C][=C][/C][=C][/C][C][C][=C][C][=C][Branch1][#Branch1][O][C][=Branch1][C][=O][O][O][Ring1][=Branch2]
"The molecule is an amino disaccharide comprised of 2-acetamido-beta-D-glucopyranose linked (1->4) to beta-D-mannopyranose. It is an amino disaccharide, a member of acetamides and a glucosamine oligosaccharide.",[C][C][Branch1][C][O][=N][C@H1][C@H1][Branch2][Ring1][Branch1][O][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][O][C@@H1][Ring1][=Branch2][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Branch1][O]
"The molecule is a natural product found in Leucosceptrum canum. It has a role as a metabolite, an angiogenesis inhibitor and an EC 3.4.21.26 (prolyl oligopeptidase) inhibitor. It is a sesterterpenoid, an organic heterotricyclic compound, a terpene ketone, a terpene lactone, a butenolide, a tertiary alcohol and a tertiary alpha-hydroxy ketone.",[C][C][=C][C][=Branch1][C][=O][O][C@@H1][Ring1][=Branch1][C][C][C@H1][Branch1][C][C][C][=Branch1][C][=O][C@@][Branch1][C][O][C][=C][C][Branch1][C][C][Branch1][C][C][O][C@][Ring1][#Branch1][Branch1][C][O][C@H1][Branch1][C][C][C@H1][C][C][C@@H1][Branch1][C][C][C@@H1][Ring1][=Branch1][Ring2][Ring1][C]
The molecule is the S-enantiomer of 2-hydroxypalmitate. It is a conjugate base of a (S)-2-hydroxyhexadecanoic acid. It is an enantiomer of a (R)-2-hydroxyhexadecanoate.,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][O-1]
"The molecule is a second-generation cephamycin antibiotic having [(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl and 2-{[(2S)-2-amino-2-carboxyethyl]sulfanyl}acetamido side-groups located respectively at positions 3 and 7beta of the cephem nucleus. A broad-spectrum bactericide, it is especially effective against Gram-negative and anaerobic bacteria. It is a cephamycin and a member of tetrazoles.",[C][O][C@@][Branch2][Ring1][C][N][=C][Branch1][C][O][C][S][C][C@@H1][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][O][C][S][C][=N][N][=N][N][Ring1][Branch1][C][C][S][C@@H1][Ring1][P][Ring2][Ring1][#C]
"The molecule is an apo carotenoid triterpenoid that is 4,4'-diapolycopene in which two of the terminal methyl groups have been oxidised to carboxy groups. It has a role as a bacterial metabolite. It is an apo carotenoid triterpenoid, an alpha,omega-dicarboxylic acid and an olefinic compound. It is a conjugate acid of a 4,4'-diapolycopenedioate. It derives from a hydride of a 4,4'-diapolycopene.",[C][C][Branch2][Ring1][Ring2][/C][=C][/C][=C][Branch1][C][C][/C][=C][/C][=C][Branch1][C][\C][C][=Branch1][C][=O][O][=C][\C][=C][\C][=C][Branch1][C][C][\C][=C][\C][=C][Branch1][C][C][\C][=C][\C][=C][Branch1][C][/C][C][=Branch1][C][=O][O]
"The molecule is a trihydroxyflavone that is flavone with hydroxy groups at positions 5, 7 and 4' and methoxy groups at positions 3' and 6. Isolated from Salvia tomentosa and Artemisia asiatica, it exhibits anti-allergic, anti-inflammatory and apoptosis inducing activties. It has a role as a metabolite, an anti-inflammatory agent, an apoptosis inducer, an anti-allergic agent and an antineoplastic agent. It is a trihydroxyflavone and a dimethoxyflavone.",[C][O][C][=C][C][Branch2][Ring1][N][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2][O][Ring1][#C][=C][C][=C][Ring2][Ring1][Branch1][O]
